"REPORTE DE CALIFICACIÓN"
901040792-4
INGETRONIK
"WHERE ALL IS POSIBLE"
CIUDAD
CARTAGO
SEDE
INGETRONIK
"JESUS GONZALEZ"
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,12
REGULAR,12
BUENO,12
EXCELENTE,12
,48
"¿QUE TAN PROBABLE ES QUE NOS VUELVA A COMPRAR?"
CALIFICACIÓN,TOTAL
MALO,2
,2
"DARWIN AGRADO"
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,20
REGULAR,20
BUENO,14
EXCELENTE,16
,70
"DUBAN MONSALVE"
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,30
REGULAR,30
BUENO,30
EXCELENTE,30
,120
DAVID
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,6
REGULAR,6
BUENO,10
EXCELENTE,22
,44
DANIELA
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,2
REGULAR,2
BUENO,2
EXCELENTE,2
,8
LEONARDO
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,20
REGULAR,12
BUENO,6
,38
SEBASTIAN
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,20
REGULAR,6
BUENO,6
EXCELENTE,8
,40
"CIUDAD : CARTAGO"
"SEDE: INGETRONIK"
"NOMBRE USUARIO",PREGUNTA,CALIFICACIÓN,"FECHA DE CALIFICACIÓN"
DANIELA,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 11:11:48"
DANIELA,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 11:11:48"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 11:17:48"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 11:17:48"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:17:57"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:17:57"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:28:00"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:28:00"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 11:28:15"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 11:28:15"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:28:22"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:28:22"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:31:07"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:31:07"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 11:31:47"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 11:31:47"
DANIELA,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:37:27"
DANIELA,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:37:27"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:40:19"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:40:19"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:41:22"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:41:22"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 11:45:21"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 11:45:21"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:45:40"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:45:40"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 11:45:49"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 11:45:49"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:45:55"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:45:55"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:46:07"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 11:46:07"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:46:14"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:46:14"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:46:21"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:46:21"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:46:26"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:46:26"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 11:46:32"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 11:46:32"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:46:37"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:46:37"
DANIELA,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 12:01:00"
DANIELA,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 12:01:00"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 14:06:52"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 14:06:52"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 14:08:45"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 14:08:45"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 14:09:20"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 14:09:20"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 14:12:12"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 14:12:12"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 14:12:21"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 14:12:21"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 14:15:19"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 14:15:19"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 14:15:31"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 14:15:31"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 14:15:38"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 14:15:38"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 14:15:45"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 14:15:45"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 14:17:39"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 14:17:39"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 14:34:14"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 14:34:14"
DANIELA,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 14:36:25"
DANIELA,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 14:36:25"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 14:39:55"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 14:39:55"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 15:31:40"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 15:31:40"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 16:44:04"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 16:44:04"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 16:46:16"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 16:46:16"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 16:49:39"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 16:49:39"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 17:00:45"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 17:00:45"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 17:05:34"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 17:05:34"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 17:22:19"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 17:22:19"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 17:23:05"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 17:23:05"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 17:24:03"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 17:24:03"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 08:05:07"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 08:05:07"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 08:11:55"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 08:11:55"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 08:29:03"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 08:29:03"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 08:40:13"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 08:40:13"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 08:50:12"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 08:50:12"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 09:04:02"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 09:04:02"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 09:07:10"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 09:07:10"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 09:22:46"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 09:22:46"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 09:25:37"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 09:25:37"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 09:28:47"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 09:28:47"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 09:38:34"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 09:38:34"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 09:45:30"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 09:45:30"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 09:55:35"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 09:55:35"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 10:16:16"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 10:16:16"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 10:17:31"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 10:17:31"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 10:56:18"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 10:56:18"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 11:04:51"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 11:04:51"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 11:10:31"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 11:10:31"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 11:23:42"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 11:23:42"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 12:02:37"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 12:02:37"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 12:11:10"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-10-01 12:11:10"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 13:00:13"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 13:00:13"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 13:02:06"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 13:02:06"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 13:04:09"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-10-01 13:04:09"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 14:36:16"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 14:36:16"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 14:38:08"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-10-01 14:38:08"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 14:45:36"
"DARWIN AGRADO","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-10-01 14:45:36"
"JESUS GONZALEZ","¿QUE TAN PROBABLE ES QUE NOS VUELVA A COMPRAR?",MALO,"2019-10-03 15:45:25"
"JESUS GONZALEZ","¿QUE TAN PROBABLE ES QUE NOS VUELVA A COMPRAR?",MALO,"2019-10-03 15:45:25"
